"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"XM-DAC-46008-cfa010938","Proyecto Metro de São Paulo - Línea 17 - Oro - Tramo 1","CAF Banco de Desarrollo de América Latina y el Caribe","296,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa010938",4
"XM-DAC-46008-cfa010973","Sistema Integrado de Movilidad de Contagem","CAF Banco de Desarrollo de América Latina y el Caribe","42,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa010973",2
"XM-DAC-46008-cfa010989","Programa de Apoyo a la Agenda Urbana y a la Política de Hábitat del Ecuador","CAF Banco de Desarrollo de América Latina y el Caribe","203,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa010989",2
"XM-DAC-46008-cfa011016","JACAREí - Programa de Movilidad y Recalificación Urbana","CAF Banco de Desarrollo de América Latina y el Caribe","60,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011016",2
"XM-DAC-46008-cfa011022","Programa de Movilidad Urbana y Salud Pública","CAF Banco de Desarrollo de América Latina y el Caribe","82,500,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011022",2
"XM-DAC-46008-cfa011052","Programa de agua y saneamiento rural Buenaventura","CAF Banco de Desarrollo de América Latina y el Caribe","76,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011052",2
"XM-DAC-46008-cfa011054","Programa de Reestructuración Vial en la Cuenca del Ribeirão Santo Antonio de Aparecida de Goiania","CAF Banco de Desarrollo de América Latina y el Caribe","35,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011054",4
"XM-DAC-46008-cfa011057","Planta de tratamiento de aguas residuales Guangarcucho - Cuenca","CAF Banco de Desarrollo de América Latina y el Caribe","34,122,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011057",2
"XM-DAC-46008-cfa011060","Araguaina (Tocantins) - Proyecto de Saneamiento Integrado","CAF Banco de Desarrollo de América Latina y el Caribe","54,900,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011060",2
"XM-DAC-46008-cfa011063","Programa SANEAR Santo Andre","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011063",2
"XM-DAC-46008-cfa011072","Programa de Rehabilitación de la Infraestructura de Agua Potable","CAF Banco de Desarrollo de América Latina y el Caribe","10,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011072",4
"XM-DAC-46008-cfa011100","PPP Infraestructura Educativa 2","CAF Banco de Desarrollo de América Latina y el Caribe","5,174,858",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011100",2
"XM-DAC-46008-cfa011175","Belgrano Sur II","CAF Banco de Desarrollo de América Latina y el Caribe","150,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011175",2
"XM-DAC-46008-cfa011177","Prog de intervención en Villas de Buenos Aires","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011177",2
"XM-DAC-46008-cfa011189","Proyecto Construcción Acueducto Río Colorado – Bahía Blanca, Etapa II","CAF Banco de Desarrollo de América Latina y el Caribe","130,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011189",2
"XM-DAC-46008-cfa011191","Programa Federal de Infraestructura Regional","CAF Banco de Desarrollo de América Latina y el Caribe","300,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011191",2
"XM-DAC-46008-cfa011196","Línea emergencia COVID-19","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011196",2
"XM-DAC-46008-cfa011218","Programa Estructura Alagoas","CAF Banco de Desarrollo de América Latina y el Caribe","136,230,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011218",2
"XM-DAC-46008-cfa011297","SBC - Programa Prosabs","CAF Banco de Desarrollo de América Latina y el Caribe","80,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011297",2
"XM-DAC-46008-cfa011299","MDC - Programa Mais Mogi Ecotietê","CAF Banco de Desarrollo de América Latina y el Caribe","69,439,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011299",2
"XM-DAC-46008-cfa011318","Programa de Macrodrenaje y Control de Inundaciones del Río Baquirivu-Guaçu en Guarulhos","CAF Banco de Desarrollo de América Latina y el Caribe","96,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011318",2
"XM-DAC-46008-cfa011342","Proyecto Implementación del Plan de Manejo Integral de la Cuenca del Río Luján - Etapa II","CAF Banco de Desarrollo de América Latina y el Caribe","120,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011342",2
"XM-DAC-46008-cfa011346","Programa Regional de Transporte Eléctrico de la Provincia de Buenos Aires","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000","51,837,416","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011346",2
"XM-DAC-46008-cfa011408","Proyecto Construcción de Accesos Viales al Segundo Puente con Brasil","CAF Banco de Desarrollo de América Latina y el Caribe","212,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011408",2
"XM-DAC-46008-cfa011411","Programa de Conectividad Vial e Infraestructura Productiva para la Provincia de Buenos Aires","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011411",4
"XM-DAC-46008-cfa011447","PPP Circuito Vial 7","CAF Banco de Desarrollo de América Latina y el Caribe","2,647,316",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011447",2
"XM-DAC-46008-cfa011456","Plan de Transformación y Mejora integral del INADEH","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011456",2
"XM-DAC-46008-cfa011459","Programa de Mejoramiento de la Conectividad Vial Territorial del Neuquén","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011459",2
"XM-DAC-46008-cfa011489","Programa de Infraestructura Vial para la Competitividad Regional Fase 1-PROREGION 1","CAF Banco de Desarrollo de América Latina y el Caribe","233,315,820",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011489",2
"XM-DAC-46008-cfa011497","Programa Cuenca Unida","CAF Banco de Desarrollo de América Latina y el Caribe","48,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011497",2
"XM-DAC-46008-cfa011501","Proyecto de Desarrollo y Fabricación del Sistema Satelital Geoestacionario de Telecomunicaciones Segunda Generación: Satélite ARSAT-SG1","CAF Banco de Desarrollo de América Latina y el Caribe","243,800,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011501",2
"XM-DAC-46008-cfa011545","Proyecto de Mejoramiento de la Infraestructura Escolar: ""Vuelta al Aula""","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011545",2
"XM-DAC-46008-cfa011553","Programa de Desarrollo Infraestructura Municipal Etapa I","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011553",2
"XM-DAC-46008-cfa011585","Proyecto “Modernización del Sistema de Vigilancia de Tránsito Aéreo”","CAF Banco de Desarrollo de América Latina y el Caribe","40,410,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011585",2
"XM-DAC-46008-cfa011652","Programa de Distribución Eléctrica Regiones Este, Centro, Sur y Norte (ANDE-6)","CAF Banco de Desarrollo de América Latina y el Caribe","250,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011652",2
"XM-DAC-46008-cfa011663","Proyecto de Ampliación del Acueducto Oriental, Barrera Salinidad y Transferencia a Santo Domingo Norte","CAF Banco de Desarrollo de América Latina y el Caribe","97,266,790",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011663",4
"XM-DAC-46008-cfa011677","Programa de Inclusión Digital y Transformación Educativa “Santa Fe + Conectada""","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011677",2
"XM-DAC-46008-cfa011686","Programa de Obras Básicas de Agua Potable (AySA) Fase IV","CAF Banco de Desarrollo de América Latina y el Caribe","245,260,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011686",2
"XM-DAC-46008-cfa011694","Construcción Carretera Unduavi - Chulumani Tramo 2B km 7 (Santa Rosa) - Puente Villa","CAF Banco de Desarrollo de América Latina y el Caribe","44,225,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011694",2
"XM-DAC-46008-cfa011699","Proyecto de Construcción de la Ruta Puerto Indio - Empalme Supercarretera, 61Km - Departamento de Alto Paraná - Paraguay","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011699",2
"XM-DAC-46008-cfa011740","Programa Integral de Vialidad, Movilidad, Agua Potable y Alcantarillado en Zonas Populares","CAF Banco de Desarrollo de América Latina y el Caribe","49,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011740",4
"XM-DAC-46008-cfa011744","Programa de Corredores Logísticos de Integración","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011744",2
"XM-DAC-46008-cfa011746","Programa de Infraestructura Universitaria Fase IV","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011746",2
"XM-DAC-46008-cfa011752","PROGRAMA RUMBO A LA SOBERANíA ALIMENTARIA CON TECNOLOGíA DE RIEGO","CAF Banco de Desarrollo de América Latina y el Caribe","35,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011752",2
"XM-DAC-46008-cfa011779","Programa de Obras Básicas, Primarias y Redes Secundarias del AMBA","CAF Banco de Desarrollo de América Latina y el Caribe","340,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011779",2
"XM-DAC-46008-cfa011781","Programa de Ampliación y Mejora de la Infraestructura Escolar de la Provincia de Buenos Aires","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011781",2
"XM-DAC-46008-cfa011792","Iguatú","CAF Banco de Desarrollo de América Latina y el Caribe","38,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011792",2
"XM-DAC-46008-cfa011799","Programa de apoyo al sistema vial argentino II","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011799",4
"XM-DAC-46008-cfa011807","Proyecto Construcción Carretera Escoma - Charazani: Tramo I Escoma - Pacobamba","CAF Banco de Desarrollo de América Latina y el Caribe","53,550,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011807",2
"XM-DAC-46008-cfa011827","Programa de Infraestructura, Desarrollo Económico y Socioambiental del Municipio de Itapipoca","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011827",2
"XM-DAC-46008-cfa011840","Programa de Desarrollo y Saneamiento Ambiental de São Caetano do Sul","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011840",2
"XM-DAC-46008-cfa011860","Programa de Drenaje y Mitigación de Inundaciones de Trinidad.","CAF Banco de Desarrollo de América Latina y el Caribe","40,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011860",2
"XM-DAC-46008-cfa011872","Programa de Saneamiento en Localidades Litoráneas de Ceará","CAF Banco de Desarrollo de América Latina y el Caribe","60,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011872",2
"XM-DAC-46008-cfa011904","Programa de Infraestructura Urbana del Cantón La Libertad","CAF Banco de Desarrollo de América Latina y el Caribe","26,891,460",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011904",2
"XM-DAC-46008-cfa011906","Programa de Saneamiento e Infraestructura Urbana de Juazeiro do Norte/CE","CAF Banco de Desarrollo de América Latina y el Caribe","80,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011906",2
"XM-DAC-46008-cfa011994","Proyecto Construcción Carretera doble vía Oruro - Challapata Tramo I: Oruro - Cruce Vinto - Cruce Huanuni","CAF Banco de Desarrollo de América Latina y el Caribe","58,400,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011994",2
"XM-DAC-46008-cfa011997","Proyecto Construcción Asfaltado La Joya - Chuquichambi, Huayllamarca - Totora y los puentes vehiculares La Joya y crucero RVF-031","CAF Banco de Desarrollo de América Latina y el Caribe","80,925,650",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011997",2
"XM-DAC-46008-cfa011999","PROMULPRE II","CAF Banco de Desarrollo de América Latina y el Caribe","30,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa011999",2
"XM-DAC-46008-cfa012048","Programa Integral de Infraestructura de Servicios para el Cantón Samborondón","CAF Banco de Desarrollo de América Latina y el Caribe","26,467,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012048",2
"XM-DAC-46008-cfa012050","Puentes de Integración I","CAF Banco de Desarrollo de América Latina y el Caribe","45,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012050",2
"XM-DAC-46008-cfa012054","Saneamiento en Ciudades Intermedias","CAF Banco de Desarrollo de América Latina y el Caribe","52,292,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012054",2
"XM-DAC-46008-cfa012056","Proyecto Instituto Técnico Superior Especializado - ITSE Fase II","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012056",2
"XM-DAC-46008-cfa012061","Programa de transformación del clima de negocios de El Salvador, a través de la facilitación del comercio y las inversiones","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012061",2
"XM-DAC-46008-cfa012064","Plan Anual de Inversión de Educación 2023 - 2025","CAF Banco de Desarrollo de América Latina y el Caribe","150,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012064",2
"XM-DAC-46008-cfa012067","Proyecto Nuevo Modelo Arquitectónico de Infraestructura Educativa","CAF Banco de Desarrollo de América Latina y el Caribe","20,204,814",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012067",2
"XM-DAC-46008-cfa012076","Plan anual de inversión de Salud Pública 2023 - 2025","CAF Banco de Desarrollo de América Latina y el Caribe","117,515,250",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012076",2
"XM-DAC-46008-cfa012093","Programa de Realojo del Asentamiento Kennedy","CAF Banco de Desarrollo de América Latina y el Caribe","28,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012093",4
"XM-DAC-46008-cfa012116","Programa de Conectividad Urbana: cruces ferroviarios a distinto nivel en la Región Metropolitana de Buenos Aires.","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012116",2
"XM-DAC-46008-cfa012118","Reordenamiento Institucional y Financiero de ANCAP","CAF Banco de Desarrollo de América Latina y el Caribe","300,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012118",4
"XM-DAC-46008-cfa012119","Proyecto de Reforzamiento de Redes de Distribución Eléctrica para el Sector Acuícola","CAF Banco de Desarrollo de América Latina y el Caribe","200,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012119",2
"XM-DAC-46008-cfa012135","DESARROLLO SUSTENTABLE EN INFRAESTRUCTURA URBANA E HIDROSANITARIA PARA COMBATIR LOS EFECTOS DEL CAMBIO CLIMATICO EN EL CANTóN CHONE","CAF Banco de Desarrollo de América Latina y el Caribe","30,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012135",2
"XM-DAC-46008-cfa012147","Programa de Obras de Saneamiento del área Metropolitana de Asunción - Cuenca Mariano Roque Alonso","CAF Banco de Desarrollo de América Latina y el Caribe","160,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012147",2
"XM-DAC-46008-cfa012160","Programa de Mejora de la seguridad y confiabilidad del servicio ferroviario en la Región Metropolitana de Buenos Aires","CAF Banco de Desarrollo de América Latina y el Caribe","70,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012160",2
"XM-DAC-46008-cfa012200","Programa de Desarrollo Urbano y Social de Jundiaí","CAF Banco de Desarrollo de América Latina y el Caribe","64,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012200",2
"XM-DAC-46008-cfa012205","Programa para la implementación de un sistema de telemedicina en El Salvador","CAF Banco de Desarrollo de América Latina y el Caribe","77,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012205",4
"XM-DAC-46008-cfa012206","Proyecto Centro de Investigación y Producción en Ambiente Controlado CIPAC","CAF Banco de Desarrollo de América Latina y el Caribe","19,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012206",2
"XM-DAC-46008-cfa012251","Programa de mejora ambiental, agua potable y saneamiento en la cuenca alta del río Lempa (Trifinio) y Puerto de La Libertad, en El Salvador","CAF Banco de Desarrollo de América Latina y el Caribe","25,086,876",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012251",2
"XM-DAC-46008-cfa012253","Programa para el fortalecimiento de espacios públicos para la sostenibilidad de la seguridad y la recuperación del tejido social en El Salvador","CAF Banco de Desarrollo de América Latina y el Caribe","68,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012253",2
"XM-DAC-46008-cfa012265","Programa Cuenca se Transforma Fase I","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012265",2
"XM-DAC-46008-cfa012275","Nueva Sede Universitaria de Paysandú","CAF Banco de Desarrollo de América Latina y el Caribe","6,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012275",2
"XM-DAC-46008-cfa012279","Programa de apoyo a la movilidad urbana baja en emisiones","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012279",2
"XM-DAC-46008-cfa012302","Iniciativas Climáticamente Inteligentes para la Adaptación al Cambio Climático y la Sostenibilidad en Sistemas Productivos Agropecuarios (CSICAP)","CAF Banco de Desarrollo de América Latina y el Caribe","10,300,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012302",2
"XM-DAC-46008-cfa012320","Proyecto de construcción Camino Norte Integrado - Yapacaní","CAF Banco de Desarrollo de América Latina y el Caribe","35,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012320",2
"XM-DAC-46008-cfa012325","Programa de Infraestructura Logística Fase I","CAF Banco de Desarrollo de América Latina y el Caribe","218,670,660","21,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012325",2
"XM-DAC-46008-cfa012327","Proyecto Integral Hidrosanitario de la Zona Norte del Cantón Portoviejo y Sectores Aledaños","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012327",2
"XM-DAC-46008-cfa012330","Programa integral de fortalecimiento de la infraestructura urbana con enfoque a la movilidad activa, sostenibilidad, agua segura, adaptación al cambio climático y economía creativa, CAF XVI","CAF Banco de Desarrollo de América Latina y el Caribe","49,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012330",2
"XM-DAC-46008-cfa012332","Programa de Desarrollo Integral de la Provincia de Pichincha","CAF Banco de Desarrollo de América Latina y el Caribe","41,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012332",2
"XM-DAC-46008-cfa012334","Programa Integral de Desarrollo Productivo y Social","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012334",2
"XM-DAC-46008-cfa012339","Programa de conectividad vial para el desarrollo productivo de la zona Centro-Sur de la provincia de Manabí","CAF Banco de Desarrollo de América Latina y el Caribe","43,417,880",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012339",2
"XM-DAC-46008-cfa012351","Santos - Programa de macrodrenagem, acessibilidade, inovação e sustentabilidade","CAF Banco de Desarrollo de América Latina y el Caribe","105,041,704",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012351",2
"XM-DAC-46008-cfa012360","Saude para el Norte del Espírito Santo","CAF Banco de Desarrollo de América Latina y el Caribe","56,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012360",2
"XM-DAC-46008-cfa012373","Carretera Uyuni-Hito LX: Tramos 1,2 y 3","CAF Banco de Desarrollo de América Latina y el Caribe","223,420,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012373",2
"XM-DAC-46008-cfa012375","Programa Integral de Desarrollo Urbano del Cantón Daule","CAF Banco de Desarrollo de América Latina y el Caribe","35,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012375",2
"XM-DAC-46008-cfa012391","Plan Nacional de Espacios Educativos para la vida comunitaria 2022 – 2026","CAF Banco de Desarrollo de América Latina y el Caribe","80,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012391",2
"XM-DAC-46008-cfa012400","Programa Desarrollo del sector Aeronáutico de El Salvador: El Salvador vuela","CAF Banco de Desarrollo de América Latina y el Caribe","320,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012400",2
"XM-DAC-46008-cfa012402","Programa de Fortalecimiento de la Soberanía de conectividad de El Salvador: Cable Submarino","CAF Banco de Desarrollo de América Latina y el Caribe","145,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012402",2
"XM-DAC-46008-cfa012418","Programa de Caminos para el Desarrollo Productivo de la Provincia de Entre Ríos","CAF Banco de Desarrollo de América Latina y el Caribe","40,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012418",2
"XM-DAC-46008-cfa012422","Programa de Mejora del Acceso y la Calidad Educativa (PROMACE) Etapa II","CAF Banco de Desarrollo de América Latina y el Caribe","60,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012422",2
"XM-DAC-46008-cfa012430","Programa de Apoyo para la mejora de la gestión y de la preservación de la Selva Misionera","CAF Banco de Desarrollo de América Latina y el Caribe","15,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012430",2
"XM-DAC-46008-cfa012442","Programa de Infraestrutura Urbana de São Bernardo do Campo (PROINFRA II)","CAF Banco de Desarrollo de América Latina y el Caribe","70,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012442",2
"XM-DAC-46008-cfa012460","Proyecto Sistema Vial Integrado del Estado de Bahía Puente Salvador - Isla de Itaparica","CAF Banco de Desarrollo de América Latina y el Caribe","150,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012460",2
"XM-DAC-46008-cfa012474","Programa de Equilibrio y Desarrollo Territorial de la Provincia de Neuquén","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012474",2
"XM-DAC-46008-cfa012483","Banco Pichincha C.A. (Préstamo A/B)","CAF Banco de Desarrollo de América Latina y el Caribe","30,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012483",4
"XM-DAC-46008-cfa012503","Programa de Inovação Social para Transformação Territorial de Porto Alegre","CAF Banco de Desarrollo de América Latina y el Caribe","80,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012503",2
